name,nature,termStart,termEnd,state,constituency,party,gender,education,educationDetails,age,debates,bills,questions,attendance,notes
Jai Prakash,Elected,04-Aug-09,02-04-2012,Uttar Pradesh,,Bahujan Samaj Party,Male,Information not available,,54,0,0,132,62, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Jai Prakash Narayan Singh,Elected,10-Apr-08,In office,Jharkhand,,Bharatiya Janata Party,Male,Graduate,B.Sc. (Hons.) Educated at Bihar University ,63,33,0,340,84, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Jairam Ramesh,Elected,22-Jun-10,In office,Andhra Pradesh,,Indian National Congress,Male,Post Graduate,"B.Tech., M.S. and Graduate Study Educated at I.I.T., Bombay, Carnegie Mellon University, U.S.A. and M.I.T., U.S.A.",58,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data corresponds to the period 04 Jun 2009 to 22 May 2012)"
Janardan Dwivedi,Elected,28-Jan-12,In office,Delhi,,Indian National Congress,Male,Post Graduate,"M.A., M. Litt. Educated at Allahabad University and Delhi University Conferred Honorary Degree of Doctor of Letters (D.Litt.) by the Tilak Maharashtra University, Pune ",66,2,0,0,100, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Janardhan Waghmare,Elected,03-Apr-08,In office,Maharashtra,,Nationalist Congress Party,Male,Doctorate,"M.A., LL.M., Ph. D. Educated at Osmania University, Hyderabad, Pune University, Pune and Dr. Babasaheb Ambedkar Marathwada University, Aurangabad ",77,62,3,538,81, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Janeshwar Mishra,Elected,03-Apr-06,22-01-2010,Uttar Pradesh,,Samajwadi Party,Male,Graduate,"B.A., LL.B. Educated at Ballia and Allahabad University",78,4,0,38,98, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Javed Akhtar,Nominated,22-Mar-10,In office,,,Independent,Male,Graduate,BA,67,1,0,0,57, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Jaya Bachchan,Elected,03-Apr-12,In office,Uttar Pradesh,,Samajwadi Party,Female,Graduate,"S.S.C., Graduation Educated at St. Joseph's Convent School, Bhopal and Film & Television Institute of India, Pune ",64,9,0,59,44, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Jayanthi Natarajan,Elected,03-Apr-08,In office,Tamil Nadu,,Indian National Congress,Female,Graduate,"B.A., B.L. Educated at Ethiraj College and Madras Law College ",57,18,3,198,54,"This MP was appointed a minister in July, 2011.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 25th March, 2011. (All data corresponds to the period 04 Jun 2009 to 22 May 2012)"
Jesudasu Seelam,Elected,22-Jun-10,In office,Andhra Pradesh,,Indian National Congress,Male,Post Graduate,"B.Sc., M.Sc. (Chemistry) Educated at Andhra Christian College, Guntur and Andhra University, Waltair, Visakhapatnam ",58,27,0,117,91, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Jharna Das Baidya,Elected,03-Apr-10,In office,Tripura,,Communist Party of India (Marxist),Female,Post Graduate,"B.A. (Hons.), M.A. (Bengali) ; Educated at Tulsi Bati Balika Vidyalaya, Agartala, M.B.B. College, Agartala and University of Calcutta",49,14,0,51,85, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Jugul Kishore,Elected,05-Jul-10,In office,Uttar Pradesh,,Bahujan Samaj Party,Male,Inter/ Higher Secondary,"Intermediate, J.L.M.D.J. Inter College, Khairabad, Sitapur (Uttar Pradesh)",53,1,0,0,52, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
K. Kasturirangan,Nominated,27-Aug-03,08-07-2009,,,Independent,Male,Doctorate,"B. Sc. (Hons.) in Physics, M.Sc. (Physics) with specialization in Electronics, Ph.D. (Astronomy and Astrophysics) Educated at Bombay University, Mumbai and Physical Research Laboratory, Gujarat University, Ahmedabad",71,0,0,0,75, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
K. Keshava Rao,Elected,03-Apr-06,02-04-2012,Andhra Pradesh,,Indian National Congress,Male,Doctorate,"M.A., Ph.D. Educated at Badruk College, Arts College, Osmania University, Hyderabad ",72,18,0,0,72, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
K. Malaisamy,Elected,30-Jun-04,29-06-2010,Tamil Nadu,,All India Anna Dravida Munnetra Kazhagam,Male,Doctorate,"B.A., B.L., M.B.A., M.A., Ph.D. Educated at Alagappa College, Karaikudi, Madras Law College, Chennai and University of Madras, Chennai ",74,29,0,126,98, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
K. Rahman Khan,Elected,03-Apr-12,In office,Karnataka,,Indian National Congress,Male,Graduate,"Bachelor of Commerce (B.Com.), Fellow Chartered Accountant (FCA) Educated at Mysore University, Mysore ",73,N/A,N/A,N/A,N/A,"As Deputy Chairman, this MP does not not sign the attendance register, ask questions, introduce private member bills, or participate in debates. (All data corresponds to the period 04 Jun 2009 to 22 May 2012)"
K.B. Shanappa,Elected,03-Apr-06,02-04-2012,Karnataka,,Bharatiya Janata Party,Male,Post Graduate,"M.A. (Political Science) Educated at Mysore University, Mysore ",74,12,0,10,91, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
K.E. Ismail,Elected,02-Jul-06,In office,Kerala,,Communist Party of India,Male,Inter/ Higher Secondary,SSLC Educated at Kizhakkenchery (Kerala) ,72,1,0,338,32, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
K.N. Balagopal,Elected,03-Apr-10,In office,Kerala,,Communist Party of India (Marxist),Male,Professional Post Graduate,"M.Com., LL.B., LL.M. ; Educated at S.N. College, Punalur, M.G. College, Trivendrum, The Law Academy, Trivendrum, Kerala University, Thiruvanathapuram (Kerala)",48,52,0,308,83, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
K.P. Ramalingam,Elected,30-Jun-10,In office,Tamil Nadu,,Dravida Munnetra Kazhagam,Male,Graduate,"B.V.Sc. ; Educated at Madras Veterinary College, Chennai, Tamil Nadu",57,13,0,206,81, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
K.V. Ramalingam,Elected,30-Jun-10,20-05-2011,Tamil Nadu,,All India Anna Dravida Munnetra Kazhagam,Male,Graduate,"B.A.; Educated at Arulmigu Palani Andavar Art and Science College, Palani, Tamil Nadu",55,5,0,0,65, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
K.V.P. Ramachandra Rao,Elected,10-Apr-08,In office,Andhra Pradesh,,Indian National Congress,Male,Graduate,"M.B.B.S. Educated at Rangaraya Medical College, Kakinada, Andhra University, Andhra Pradesh ",63,7,0,279,81, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Kalraj Mishra,Elected,03-Apr-06,21-03-2012,Uttar Pradesh,,Bharatiya Janata Party,Male,Post Graduate,"M.A. Educated at Kashi Vidyapith, Varanasi ",70,55,3,356,69, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Kamal Akhtar,Elected,05-Jul-04,04-07-2010,Uttar Pradesh,,Samajwadi Party,Male,Graduate,"B.A. (Hons.) in Economics, LL.B. Educated at Jamia Milia Islamia, New Delhi ",40,7,0,225,71, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Kanimozhi,Elected,25-Jul-07,In office,Tamil Nadu,,Dravida Munnetra Kazhagam,Female,Post Graduate,M.A. ( Economics),44,14,0,198,45, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Kanjibhai Patel,Elected,03-Apr-06,02-04-2012,Gujarat,,Bharatiya Janata Party,Male,Graduate,"B.A. (Special) Educated at S.B.Garda College, Navsari, Gujarat ",76,6,0,258,94, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Kanwar Deep Singh,Elected,08-Jul-10,In office,Jharkhand,,Jharkhand Mukti Morcha,Male,Graduate,"B.A.,Punjabi University, Patiala (Punjab)",50,5,0,91,85, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Kapila Vatsyayan,Nominated,10-Apr-07,15-02-2012,,,Independent,Female,Doctorate,"M.A. (English), M.A. (Education) Ph.D. and D. Litt. (Honoris causa) Educated at University of Delhi, University of Michigan, Ann Arbor (U.S.A.) and Banaras Hindu University, Varanasi (U.P.) ",83,7,0,0,89, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Kaptan Singh Solanki,Elected,03-Apr-12,In office,Madhya Pradesh,,Bharatiya Janata Party,Male,Post Graduate,"M.A., B.Ed. Educated at P.G.B.T. College, Ujjain and Jiwaji University, Gwalior, Madhya Pradesh ",72,18,0,298,91, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Karan Singh,Elected,28-Jan-12,In office,Delhi,,Indian National Congress,Male,Doctorate,"M.A., Ph.D. Educated at Doon School, University of Jammu & Kashmir and University of Delhi ",81,7,0,0,87, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Khekiho Zhimomi,Elected,03-Apr-10,In office,Nagaland,,Nagaland People's Front,Male,Graduate,"B.A. (Hons.) Political Science Educated at St. Joseph College, North Bengal University, Darjeeling ",72,10,1,60,50,"This MP has been re-elected/nominated. During his previous term, this MP was an elected representative from Nagaland; the term ended on 2nd April, 2010. (All data corresponds to the period 04 Jun 2009 to 22 May 2012)"
Kiranmay Nanda,Elected,03-Apr-12,In office,Uttar Pradesh,,Samajwadi Party,Male,Information not available,,Information not available,0,0,0,86, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Kishore Kumar Mohanty,Elected,06-Aug-09,03-04-2012,Orissa,,Biju Janata Dal,Male,Professional Graduate,"B.Com., LL.B",54,18,0,73,82, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Krishan Lal Balmiki,Elected,04-Apr-06,21-04-2010,Rajasthan,,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"Higher Secondary Educated under Rajasthan Board of Secondary Education, Jaipur ",69,8,0,44,67, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Kumar Deepak Das,Elected,15-Jun-07,In office,Assam,,Asom Gana Parishad,Male,Graduate,"B.Sc., LL.B. Educated at M.C. College, Barpeta, Assam and Law College, Gauhati University, Jalukbari, Guwahati, Assam ",53,92,1,266,93, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Kunal Kumar Ghosh,Elected,03-Apr-12,In office,West Bengal,,All India Trinamool Congress,Male,Information not available,,Information not available,1,0,0,57, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Kusum Rai,Elected,26-Nov-08,In office,Uttar Pradesh,,Bharatiya Janata Party,Female,Inter/ Higher Secondary,,43,8,0,461,74, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Lalhming Liana,Elected,19-Jul-08,In office,Mizoram,,Mizo National Front,Male,Graduate,"B.A. Educated at Aizawl College, North Eastern Hill University, Aizawl ",56,0,0,18,95, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Lalit Kishore Chaturvedi,Elected,05-Jul-04,04-07-2010,Rajasthan,,Bharatiya Janata Party,Male,Post Graduate,"M.Sc. (Physics), Rajasthan University, Visharad, Hindi Sahitya Sammelan, Allahabad ",80,16,0,293,86, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
M. Rajasekara Murthy,Elected,03-Apr-06,05-12-2010,Karnataka,,Janata Dal (Secular),Male,Graduate,"B.A., B.Com., LL.B. Educated at Mysore University and Lucknow University ",90,0,0,0,70, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
M. Rama Jois,Elected,26-Jun-08,In office,Karnataka,,Bharatiya Janata Party,Male,Graduate,"B.Sc., B.L. Educated at Central College and Government Law College, Bangalore, University of Mysore Conferred Honorary Doctor of Laws by Kuvempu University, Karnataka ",80,44,7,12,84, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
M. Venkaiah Naidu,Elected,01-Jul-10,In office,Karnataka,,Bharatiya Janata Party,Male,Graduate,"B.A., B.L. Educated at V.R. High School, Nellore, V.R. College, Nellore and Law College, Andhra University, Visakhapatnam ",62,46,0,23,72, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
M.A.M. Ramaswamy,Elected,01-Jul-04,30-06-2010,Karnataka,,Janata Dal (Secular),Male,Doctorate,"B.A., D. Litt. (Honoris Causa) Educated at Vivekananda College, Chennai; conferrred D. Litt. (Honoris Causa) degree by Annamalai University, Chidambaram for outstanding contribution in the field of sports in 1979, Alagappa University, Karaikudi in 1996, P",80,0,0,0,6, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
M.P. Achuthan,Elected,22-Apr-09,In office,Kerala,,Communist Party of India,Male,Graduate,"B.Com. Educated at Government College, Madappally ",63,41,0,466,81, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
M.S. Gill,Elected,10-Apr-10,In office,Punjab,,Indian National Congress,Male,Doctorate,"Senior Cambridge, B.A. (Honours), M.A., Ph.D., Diploma in Development Studies, University of Cambridge Doctor of Science (Honoris Causa) : Punjab Agriculture University, Panjab University, Haryana Agriculture University, Madras University and Guwahati Uni",75,7,0,0,100,"This MP was a Minister. He tendered his resignation on 12th July, 2011. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 13th July, 2011. (All data corresponds to the period 04 Jun 2009 to 22 May 2012)"
M.S. Swaminathan,Nominated,10-Apr-07,In office,,,Independent,Male,Doctorate,"B.Sc., Ph.D. Educated at Travancore University, Coimbatore Agricultural College, Madras University, School of Agriculture, University of Cambridge, U.K. Recepient of 58 Honorary Doctorate degrees from Universities around the world ",86,12,1,6,73, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
M.V. Mysura Reddy,Elected,03-Apr-06,02-04-2012,Andhra Pradesh,,Telugu Desam Party,Male,Graduate,"M.B.B.S. Educated at Government Medical College, Kurnool (Andhra Pradesh",63,68,1,494,93, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Mabel Rebello,Elected,03-Apr-06,02-04-2012,Jharkhand,,Indian National Congress,Female,Post Graduate,"M.A., D.S.W. (Diploma in Social Work) Educated at St. Joseph's School, St. Agnes College, Roshini Nilaya, Bangalore and Bakratulla University, Bhopal ",62,26,3,249,91, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Mahendra Mohan,Elected,03-Apr-06,02-04-2012,Uttar Pradesh,,Samajwadi Party,Male,Graduate,"B. Com. Educated at G.N.K. Inter College, B.N.S.D. Inter College and D.A.V. College, Kanpur (Uttar Pradesh)",71,44,10,370,76, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Mahendra Prasad,Elected,03-Apr-12,In office,Bihar,,Janata Dal (United),Male,Doctorate,"Graduation with Honours in Economics, Educated at Middle School and High School, Okari and Patna College, Patna University ",72,0,0,0,82, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Mahendra Sahni,Elected,03-Apr-06,06-11-2009,Bihar,,Janata Dal (United),Male,Inter/ Higher Secondary,"Intermediate Educated at Bihar Vidyalaya Pariksha Samiti, Patna and Bihar University, Muzaffarpur",72,2,0,0,93, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Mahendra Singh Mahra,Elected,03-Apr-12,In office,Uttarakhand,,Indian National Congress,Male,Information not available,,Information not available,3,0,0,90, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Mahmood A. Madani,Elected,03-Apr-06,02-04-2012,Uttar Pradesh,,Rashtriya Lok Dal,Male,Graduate,"Fazil (Graduate) Educated at Darul Uloom, Deoband, Distt. Saharanpur (Uttar Pradesh) ",48,3,0,43,40, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Mangala Kisan,Elected,03-Apr-08,In office,Orissa,,Biju Janata Dal,Male,Graduate,"B.A. Educated at Bargaon High School, Bargoan, Distt. Sundargarh, B.J.B. College, Bhubaneswar, Utkal University and Sambalpur University ",64,42,0,194,91, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Mani Shankar Aiyar,Nominated,22-Mar-10,In office,,,Indian National Congress,Male,Post Graduate,"B.A.(Eco), M.A. (Eco) ; Educated at Doon School, Dehradun, St. Stephens' College, Delhi Univ., Trinity Hall, Cambridge University, U.K. D.Sc. (Honoris Causa) by ISM, Dhanbad, Hon. Fellow, Trinity Hall, Cambridge University, U.K., 2010",71,13,0,94,72, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Manmohan Singh,Elected,15-Jun-07,In office,Assam,,Indian National Congress,Male,Doctorate,"M.A. (Economics), Panjab University, Chandigarh, First Class with first position in the University, Economics Tripos (First Class Honours), University of Cambridge, U.K., D.Phil, Nuffield College, University of Oxford, U.K. ",79,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data corresponds to the period 04 Jun 2009 to 22 May 2012)"
Manohar Joshi,Elected,03-Apr-06,02-04-2012,Maharashtra,,Shiv Sena,Male,Post Graduate,"B.A., M.A., LL.B. Educated at University of Mumbai ",74,25,0,144,64, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Mansukh L. Mandaviya,Elected,03-Apr-12,In office,Gujarat,,Bharatiya Janata Party,Male,Information not available,,Information not available,1,0,0,76, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Matilal Sarkar,Elected,03-Apr-04,02-04-2010,Tripura,,Communist Party of India (Marxist),Male,Post Graduate,"B.Sc., M.Sc., B.T., Special Training in Biology Educated at Bardowali High School, Agartala, M.B.B. College, Agartala, University of Saugar, Madhya Pradesh, B.T. (S.T.T.) College, Calcutta University, Agartala and Presidency College, Kolkata ",70,17,3,37,81, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Maya Singh,Elected,10-Apr-08,In office,Madhya Pradesh,,Bharatiya Janata Party,Female,Post Graduate,"B.A., M.A. (Political Science) Educated at Jiwaji University, Gwalior (Madhya Pradesh) ",61,73,0,388,93, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Mayawati,Elected,03-Apr-12,In office,Uttar Pradesh,,Bahujan Samaj Party,Female,Information not available,,56,4,0,0,52, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Md. Nadimul Haque,Elected,03-Apr-12,In office,West Bengal,,All India Trinamool Congress,Male,Information not available,,Information not available,0,0,0,86, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Meghraj Jain,Elected,06-May-11,02-04-2012,Madhya Pradesh,,Bharatiya Janata Party,Male,Others,,62,1,0,46,71, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Mohammad Shafi,Elected,16-Feb-09,In office,Jammu and Kashmir,,Jammu and Kashmir National Conference,Male,Graduate,"B.A., LL. B. Educated at University of Kashmir, Srinagar ",68,11,0,0,80, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Mohammed Adeeb,Elected,26-Nov-08,In office,Uttar Pradesh,,Independent,Male,Post Graduate,"M.Sc. Educated at Aligarh Muslim University, Aligarh (Uttar Pradesh) ",66,42,0,433,96, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Mohammed Amin,Elected,17-May-07,18-08-2011,West Bengal,,Communist Party of India (Marxist),Male,Others,No formal education,84,15,0,55,91, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Mohan Singh,Elected,05-Jul-10,In office,Uttar Pradesh,,Samajwadi Party,Male,Graduate,"M.A. ; Educated at Shri Krishna Inter College, Barahaj, Deoria and Allahabad University, Allahabad, Uttar Pradesh",67,15,7,184,94, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Mohd. Ali Khan,Elected,10-Apr-08,In office,Andhra Pradesh,,Indian National Congress,Male,Under Matric,,64,24,0,607,98, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Mohsina Kidwai,Elected,30-Jun-10,In office,Chhattisgarh,,Indian National Congress,Female,Inter/ Higher Secondary,"Intermediate Educated at Women's College, Aligarh Muslim University, Aligarh ",80,6,0,199,91, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Moinul Hassan,Elected,03-Apr-06,02-04-2012,West Bengal,,Communist Party of India (Marxist),Male,Graduate,"B. Sc. Educated at University of Calcutta, (West Bengal) ",54,73,0,334,80, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Motilal Vora,Elected,10-Apr-08,In office,Chhattisgarh,,Indian National Congress,Male,Inter/ Higher Secondary,"High School Educated at Raipur, Chhattisgarh ",83,18,0,501,98, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Mukhtar Abbas Naqvi,Elected,05-Jul-10,In office,Uttar Pradesh,,Bharatiya Janata Party,Male,Graduate,"B.A., LL.B. Educated at Allahabad University, Allahabad",54,12,0,3,90, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Mukul Roy,Elected,03-Apr-12,In office,West Bengal,,All India Trinamool Congress,Male,Graduate,"Higher Secondary, B. Sc. (Part I) Educated at Harneet High School, Kanchrapara, North 24 Parganas and Calcutta University, Kolkata (West Bengal) ",58,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data corresponds to the period 04 Jun 2009 to 22 May 2012)"
Mukut Mithi,Elected,27-May-08,In office,Arunachal Pradesh,,Indian National Congress,Male,Graduate,"B.Sc. Educated at J.N. College, Pasighat ",60,4,0,2,88, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Munabbar Saleem,Elected,03-Apr-12,In office,Uttar Pradesh,,Samajwadi Party,Male,Information not available,,Information not available,2,0,0,100, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Munquad Ali,Elected,03-Apr-12,In office,Uttar Pradesh,,Bahujan Samaj Party,Male,Graduate,"B.A. Educated at Meerut University, Meerut ",50,0,0,0,41, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Murli Deora,Elected,03-Apr-08,In office,Maharashtra,,Indian National Congress,Male,Graduate,B.A.,75,0,0,0,71,"This MP was a Minister. He tendered his resignation on 12th July, 2011. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 13th July, 2011. (All data corresponds to the period 04 Jun 2009 to 22 May 2012)"
N. Balaganga,Elected,03-Apr-08,In office,Tamil Nadu,,All India Anna Dravida Munnetra Kazhagam,Male,Graduate,"B.A. Educated at Madras University, Chennai",61,31,0,336,71, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
N. Janardhana Reddy,Elected,01-Apr-09,In office,Andhra Pradesh,,Indian National Congress,Male,Professional Graduate,"B.A., B.Ed., Trained in Basic Education (a Gandhian Concept) ; Educated at V.R. College, Government College of Education, Nellore and Government College of Basic Education, Pentapadu, West Godavari District (Andhra Pradesh)",77,5,0,7,74, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
N. K. Singh,Elected,10-Apr-08,In office,Bihar,,Janata Dal (United),Male,Post Graduate,"M.A. (Economics) Educated at St. Stephen's College, University of Delhi and Delhi School of Economics, Delhi ",71,81,1,732,84, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
N.R. Govindarajar,Elected,30-Jun-04,29-06-2010,Tamil Nadu,,All India Anna Dravida Munnetra Kazhagam,Male,Post Graduate,"M.A. Educated at Annamalai University, Annamalai Nagar (Tamil Nadu) ",57,14,0,162,65, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Najma A. Heptulla,Elected,03-Apr-12,In office,Rajasthan,,Bharatiya Janata Party,Female,Doctorate,"M.Sc.(Zoology), Ph.D. (Cardiac Anatomy) Educated at Motilal Nehru Vigyan Mahavidyalaya",72,42,0,77,95, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Nand Kishore Yadav,Elected,05-Jul-04,04-07-2010,Uttar Pradesh,,Samajwadi Party,Male,Post Graduate,"M.A. (Political Science), LL.B. Educated at Gorakhpur University, Gorakhpur and Shibli National College, Azamgarh (Uttar Pradesh) ",53,13,0,204,88, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Nand Kumar Sai,Elected,04-Aug-09,In office,Chhattisgarh,,Bharatiya Janata Party,Male,Post Graduate,"M.A.(Political Science) ; Educated at N.E.S. College (formerly Ravishankar University), Jashpur Nagar, Distt. Raigarh (Madhya Pradesh)",66,20,0,467,78, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Nandamuri Harikrishna,Elected,10-Apr-08,In office,Andhra Pradesh,,Telugu Desam Party,Male,Inter/ Higher Secondary,"S.Sc. Educated at Senior Secondary School, Chennai ",55,1,0,126,71, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Nandi Yellaiah,Elected,10-Apr-08,In office,Andhra Pradesh,,Indian National Congress,Male,Matric,,69,14,0,272,78, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Narayan Singh Kesari,Elected,03-Apr-06,02-04-2012,Madhya Pradesh,,Bharatiya Janata Party,Male,Graduate,Hindi Visharad Educated at Indore ,86,1,0,7,95, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Narayan Singh Manaklao,Nominated,27-Aug-03,26-08-2009,,,Bharatiya Janata Party,Male,Doctorate,"M.A. (Hindi Literature), Ph.D. (Hindi Literature) Educated at Jai Narayan Vyas University, Jodhpur",69,1,0,0,87, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Narendra Budania,Elected,03-Apr-12,In office,Rajasthan,,Indian National Congress,Male,Professional Graduate,"B.Sc., LL.B. ; Educated at Lohia P.G. College, Churu and University of Rajasthan, Jaipur (Rajasthan)",55,12,0,23,97, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Narendra Kumar Kashyap,Elected,05-Jul-10,In office,Uttar Pradesh,,Bahujan Samaj Party,Male,Professional Graduate,"B.A., LL.B. ; Educated at K.V. Degree College, Meerut University, Uttar Pradesh and M.M.H. College, Ghaziabad, Uttar Pradesh",49,52,5,119,82, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Naresh Chandra Agrawal,Elected,03-Apr-12,In office,Uttar Pradesh,,Bahujan Samaj Party,Male,Professional Graduate,"B.Sc., LL.B. ; Educated at Lucknow University, Lucknow",60,30,0,114,69, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Naresh Gujral,Elected,22-Mar-07,In office,Punjab,,Shiromani Akali Dal,Male,Graduate,"B.A., F.C.A. Educated at St. Stephen's College, University of Delhi and Institute of Chartered Accountants of India, Delhi ",64,34,0,117,95, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Natuji Halaji Thakor,Elected,10-Apr-08,In office,Gujarat,,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"SSC Educated at Mudarada, Distt. Mehsana (Gujarat) ",51,19,0,351,74, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Naznin Faruque,Elected,03-Apr-10,In office,Assam,,Indian National Congress,Female,Graduate,"B.A.(Hons.) ; Educated at Lady Kene College, North Eastern Hill University, Shillong, Meghalaya",57,0,0,147,89, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
O.T. Lepcha,Elected,24-Feb-06,23-02-2012,Sikkim,,Sikkim Democratic Front,Male,Under Graduate,,42,16,2,155,77, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Om Prakash Mathur,Elected,10-Apr-08,In office,Rajasthan,,Bharatiya Janata Party,Male,Graduate,"B.A. Educated at Rajasthan University, Jaipur ",59,10,0,202,80, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
Oscar Fernandes,Elected,01-Jul-10,In office,Karnataka,,Indian National Congress,Male,Graduate,"Intermediate, B.A.II Educated at Cecilia's Convent, Board High School and M.G.M.College, Udupi ",71,0,0,0,84, (All data corresponds to the period 04 Jun 2009 to 22 May 2012)
